Object, Count, Frequency
Sit down with me a little, said the countess., 1, 0.00002910
Vera was playing chess with Shinshin in the drawing room., 1, 0.00002910
The profoundest and most excellent dispositions and orders seem very bad, and every learned militarist criticizes them with looks of importance, when they relate to a battle that has been lost, and the very worst dispositions and orders seem very good, and serious people fill whole volumes to demonstrate their merits, when they relate to a battle that has been won., 1, 0.00002910
Our Freemasons knew from correspondence with those abroad that Bezukhov had obtained the confidence of many highly placed persons, had been initiated into many mysteries, had been raised to a higher grade, and was bringing back with him much that might conduce to the advantage of the masonic cause in Russia., 1, 0.00002910
She kept away from everyone in the house and felt at ease only with her brother Petya., 1, 0.00002910
Suddenly, he did not know why, he felt a pang., 1, 0.00002910
And how have you wriggled onto the staff?, 1, 0.00002910
On hearing this indifferent voice, Rostov grew frightened at what he was doing; the thought of meeting the Emperor at any moment was so fascinating and consequently so alarming that he was ready to run away, but the official who had questioned him opened the door, and Rostov entered., 1, 0.00002910
The crowd consisted of a few Russians and many of Napoleon's soldiers who were not on duty--Germans, Italians, and Frenchmen, in a variety of uniforms., 1, 0.00002910
they're coming!, 1, 0.00002910
They broke up two squares, your excellency., 1, 0.00002910
Prince Andrew came in to inform the commander-in-chief of this and, availing himself of permission previously given him by Kutuzov to be present at the council, he remained in the room., 1, 0.00002910
Nicholas said nothing., 1, 0.00002910
After supper Pierre with his partner followed the others into the drawing room., 1, 0.00002910
Pierre grew confused., 1, 0.00002910
Prince Andrew rose and politely placed a chair for her., 1, 0.00002910
It was a feeling akin to what he had felt at the Sloboda Palace during the Emperor's visit--a sense of the necessity of undertaking something and sacrificing something., 1, 0.00002910
she exclaimed, but hearing her master's voice she turned back, pulling down her tucked-up skirt., 1, 0.00002910
He wrote 800 rubles on a card, but while the waiter filled his glass he changed his mind and altered it to his usual stake of twenty rubles., 1, 0.00002910
It's like a portable house., 1, 0.00002910
She felt, as courtiers do when the Tsar enters, the sensation of fear and respect which the old man inspired in all around him., 1, 0.00002910
Yes, we know that, but the harm I am conscious of in myself is something I cannot inflict on others, said Prince Andrew, growing more and more animated and evidently wishing to express his new outlook to Pierre., 1, 0.00002910
Eh, no matter, forward., 1, 0.00002910
The prince gave orders that no one should leave his post., 1, 0.00002910
His words were kindly and there was a smile on his lips and face, but his eyes were dull and lifeless and in spite of his evident wish to do so he could not give them a joyous and glad sparkle., 1, 0.00002910
and Prokofy, trembling with excitement, rushed toward the drawing-room door, probably in order to announce him, but, changing his mind, came back and stooped to kiss the young man's shoulder., 1, 0.00002910
Then, unexpectedly, as often happens, the sound of the hunt suddenly approached, as if the hounds in full cry and Daniel ulyulyuing were just in front of them., 1, 0.00002910
I asked him whose subject he was, and he jabbered in his own way., 1, 0.00002910
Arakcheev was a faithful custodian to enforce order and acted as the sovereign's bodyguard., 1, 0.00002910
A chill ran down his back., 1, 0.00002910
All on silver plate, one of them was saying., 1, 0.00002910
All that is accessible to man is the relation of the life of the bee to other manifestations of life., 1, 0.00002910
Mademoiselle Bourienne at once began crying again and kissed that hand, speaking of the princess' sorrow and making herself a partner in it., 1, 0.00002910
Bilibin wrinkled up the skin over his eyebrows and pondered, with a smile on his lips., 1, 0.00002910
Kutuzov's merit lay, not in any strategic maneuver of genius, as it is called, but in the fact that he alone understood the significance of what had happened., 1, 0.00002910
A wax candle stood at each side of the minister's bent bald head with its gray temples., 1, 0.00002910
When she had completed the tour of the garden, which brought her again to the house, she saw Mademoiselle Bourienne--who had remained at Bogucharovo and did not wish to leave it--coming toward her with a stranger., 1, 0.00002910
shouted the soldiers., 1, 0.00002910
His eyes gazed at them as they entered., 1, 0.00002910
Oh yes, I know, I know, I know!, 1, 0.00002910
Where there's law there's injustice, put in the little man., 1, 0.00002910
Rostov lived, as before, with Denisov, and since their furlough they had become more friendly than ever., 1, 0.00002910
I come home on leave and I'll tell you how it was, I look and see that they are living better than before., 1, 0.00002910
Is that how you look at it?, 1, 0.00002910
His eyes grew dim, he moved forward, glanced round at a chair (which seemed to place itself under him), and sat down on it before the portrait., 1, 0.00002910
That couch was dreadful to him, probably because of the oppressive thoughts he had had when lying there., 1, 0.00002910
Pierre met the old count, who seemed nervous and upset., 1, 0.00002910
Let life go on in it unhindered and let it defend itself, it will do more than if you paralyze it by encumbering it with remedies., 1, 0.00002910
Ferapontov's wife and children were also sitting in a cart waiting till it was possible to drive out., 1, 0.00002910
On returning to France, to the bosom of the great, strong, magnificent, peaceful, and glorious fatherland, I should have proclaimed her frontiers immutable; all future wars purely defensive, all aggrandizement antinational., 1, 0.00002910
I am very glad to see you., 1, 0.00002910
His anger with his wife and anxiety that his name should not be smirched now seemed not merely trivial but even amusing., 1, 0.00002910
They all went without knowing whither or why they were going., 1, 0.00002910
Go, Tit!, 1, 0.00002910
You have no heart!, 1, 0.00002910
The officer in the scarf dismounted, called up a drummer, and went with him into the arcade., 1, 0.00002910
She asked herself in perplexity:, 1, 0.00002910
He indicated a place beside him to his daughter-in-law., 1, 0.00002910
Tears suddenly rose in her eyes, she turned away, lifted her music before her eyes, began singing again, and again began walking up and down the room., 1, 0.00002910
These sounds made his spirits rise, but at the same time he was afraid that he would be blamed for not having executed sooner the important order entrusted to him., 1, 0.00002910
He always seemed to me to have an excellent heart, and that is the quality I value most in people., 1, 0.00002910
From the deafening sounds of his own guns around him, the whistle and thud of the enemy's cannon balls, from the flushed and perspiring faces of the crew bustling round the guns, from the sight of the blood of men and horses, from the little puffs of smoke on the enemy's side (always followed by a ball flying past and striking the earth, a man, a gun, a horse), from the sight of all these things a fantastic world of his own had taken possession of his brain and at that moment afforded him pleasure., 1, 0.00002910
It was when Pierre (wearing the coachman's coat which Gerasim had procured for him and had disinfected by steam) was on his way with the old man to buy the pistol at the Sukharev market that he met the Rostovs., 1, 0.00002910
The Berlin cabinet cannot express a feeling of alliance, began Hippolyte gazing round with importance at the others, without expressing., 1, 0.00002910
Well, never mind; I only., 1, 0.00002910
said Anatole, turning to his father with a laugh., 1, 0.00002910
The books he read were chiefly historical, and on these he spent a certain sum every year., 1, 0.00002910
His particularly free manner of dancing even surprised them all., 1, 0.00002910
Anna Mikhaylovna, in a few words, told her the contents of the letter, on condition that she should tell no one., 1, 0.00002910
In answer to the count's inquiries she replied that things were all right and that she would tell about it next day., 1, 0.00002910
Hear us when we pray to Thee; strengthen with Thy might our most gracious sovereign lord, the Emperor Alexander Pavlovich; be mindful of his uprightness and meekness, reward him according to his righteousness, and let it preserve us, Thy chosen Israel!, 1, 0.00002910
Quite a young fellow too., 1, 0.00002910
All the kings, except the Chinese, wear military uniforms, and he who kills most people receives the highest rewards., 1, 0.00002910
Though Princess Mary despite her plainness seemed to him more attractive than Julie, he, without knowing why, felt awkward about paying court to her., 1, 0.00002910
And with difficulty, effort, and stress, like the opening of a door grown rusty on its hinges, a smile appeared on the face with the attentive eyes, and from that opening door came a breath of fragrance which suffused Pierre with a happiness he had long forgotten and of which he had not even been thinking--especially at that moment., 1, 0.00002910
Well, General, it all looks like war, as if regretting a circumstance of which he was unable to judge., 1, 0.00002910
A space like a street was left between each two lines of troops., 1, 0.00002910
Quand on., 1, 0.00002910
He now often remembered his conversation with Prince Andrew and quite agreed with him, though he understood Prince Andrew's thoughts somewhat differently., 1, 0.00002910
I should like to tell everything to Pierre., 1, 0.00002910
Neither could the architect Michael Ivanovich, who on being sent for came in with sleepy eyes, tell Princess Mary anything., 1, 0.00002910
With happy, exhausted faces, they laid the old wolf, alive, on a shying and snorting horse and, accompanied by the dogs yelping at her, took her to the place where they were all to meet., 1, 0.00002910
He is private physician to the Queen of Spain., 1, 0.00002910
They knew that it was for the army to fight, and that if it could not succeed it would not do to take young ladies and house serfs to the Three Hills quarter of Moscow to fight Napoleon, and that they must go away, sorry as they were to abandon their property to destruction., 1, 0.00002910
He hastily took his seat and told the coachman to drive him to his country house in Sokolniki., 1, 0.00002910
The fact was accordingly conveyed to Lavrushka., 1, 0.00002910
said Rostov with the same gay brotherly smile which did not leave his eager face., 1, 0.00002910
said the King (overcoming by his assurance the difficulty that had presented itself to the colonel)., 1, 0.00002910
He does not look like a common man, said the interpreter, after a searching look at Pierre., 1, 0.00002910
You can tell me your views later, but now be so good as to look at the map and listen., 1, 0.00002910
However, he did not look at them now, but thought of other things., 1, 0.00002910
Still more difficult would it be to find an instance in history of the aim of an historical personage being so completely accomplished as that to which all Kutuzov's efforts were directed in 1812., 1, 0.00002910
This question suddenly presented itself to her, and in answer she saw him before her with the expression that was on his face as he lay in his coffin with his chin bound up with a white handkerchief., 1, 0.00002910
I don't understand how a man of his immense intellect can fail to see what is as clear as day, and can go so far astray., 1, 0.00002910
Natasha, you'd better lie in the middle, said Sonya., 1, 0.00002910
But as soon as he thought of what he should say, he felt that Prince Andrew with one word, one argument, would upset all his teaching, and he shrank from beginning, afraid of exposing to possible ridicule what to him was precious and sacred., 1, 0.00002910
Is this good or bad?, 1, 0.00002910
Does he think me a scoundrel, or an old fool who, without any reason, keeps his own daughter at a distance and attaches this Frenchwoman to himself?, 1, 0.00002910
Gentlemen,' says one of them, 'you know the Thabor Bridge is mined and doubly mined and that there are menacing fortifications at its head and an army of fifteen thousand men has been ordered to blow up the bridge and not let us cross?, 1, 0.00002910
He heard a rustle behind him and a shadow appeared under the curtain of the cot., 1, 0.00002910
And how could you believe he was my lover?, 1, 0.00002910
Mucius Scaevola burned his hand., 1, 0.00002910
None of them, not even the middle-aged Dimmler, wanted to break off their conversation and quit that corner in the sitting room, but Natasha got up and Nicholas sat down at the clavichord., 1, 0.00002910
He could not weep., 1, 0.00002910
He comes to despoil our beloved country., 1, 0.00002910
At first he heard the sound of indifferent voices, then Anna Mikhaylovna's voice alone in a long speech, then a cry, then silence, then both voices together with glad intonations, and then footsteps., 1, 0.00002910
CHAPTER IV  It is natural for us who were not living in those days to imagine that when half Russia had been conquered and the inhabitants were fleeing to distant provinces, and one levy after another was being raised for the defense of the fatherland, all Russians from the greatest to the least were solely engaged in sacrificing themselves, saving their fatherland, or weeping over its downfall., 1, 0.00002910
he said, evidently not doubting that this remark would be agreeable to his hearer since it went to prove his, Napoleon's, superiority to Alexander., 1, 0.00002910
I knew, thought Nicholas, that I should never understand anything in this crazy world., 1, 0.00002910
At first the family felt some constraint in intercourse with Prince Andrew; he seemed a man from another world, and for a long time Natasha trained the family to get used to him, proudly assuring them all that he only appeared to be different, but was really just like all of them, and that she was not afraid of him and no one else ought to be., 1, 0.00002910
He was here; they admitted him in spite of my request that they should let no one in, he went on, glancing angrily at his daughter., 1, 0.00002910
No, that's impossible, said he, for our sovereign appreciated him so highly before., 1, 0.00002910
They say she has millions., 1, 0.00002910
She not merely avoided all external forms of pleasure--balls, promenades, concerts, and theaters--but she never laughed without a sound of tears in her laughter., 1, 0.00002910
Pierre was one of those retired gentlemen-in-waiting of whom there were hundreds good-humoredly ending their days in Moscow., 1, 0.00002910
Mavra Kuzminichna went to the gate., 1, 0.00002910
he asked Tushin., 1, 0.00002910
The small group that assembled before dinner in the lofty old-fashioned drawing room with its old furniture resembled the solemn gathering of a court of justice., 1, 0.00002910
that so-and-so was dead and so-and-so was married, which she would again be unable to remember--yet they sat at tea round the samovar in the drawing room from habit, and Pierre answered the countess' questions as to whether Prince Vasili had aged and whether Countess Mary Alexeevna had sent greetings and still thought of them, and other matters that interested no one and to which she herself was indifferent., 1, 0.00002910
Anatole and Dolokhov got in with him., 1, 0.00002910
It is not the sugar I want, but only that your little hand should stir my tea., 1, 0.00002910
she went on, with a horror and disgust she could hardly conceal., 1, 0.00002910
The countess had long wished for such a box, but as she did not want to cry just then she glanced indifferently at the portrait and gave her attention chiefly to the box for cards., 1, 0.00002910
To convince myself of this I do not lift it the next moment., 1, 0.00002910
Boris said no more, but looked inquiringly at his mother without taking off his cloak., 1, 0.00002910
He was met by Gabriel, Marya Dmitrievna's gigantic footman., 1, 0.00002910
new, clean, and in cloth covers carefully tied with tapes., 1, 0.00002910
he cried, and emptying his glass flung it on the floor., 1, 0.00002910
The count had been a member and on the committee of the club from the day it was founded., 1, 0.00002910
Tall and stout, holding high her fifty-year-old head with its gray curls, she stood surveying the guests, and leisurely arranged her wide sleeves as if rolling them up., 1, 0.00002910
Forgive me for troubling you., 1, 0.00002910
He liked to talk and he talked well, adorning his speech with terms of endearment and with folk sayings which Pierre thought he invented himself, but the chief charm of his talk lay in the fact that the commonest events--sometimes just such as Pierre had witnessed without taking notice of them--assumed in Karataev's a character of solemn fitness., 1, 0.00002910
He was the same as ever, but the feverish color of his face, his glittering eyes rapturously turned toward her, and especially his neck, delicate as a child's, revealed by the turn-down collar of his shirt, gave him a peculiarly innocent, childlike look, such as she had never seen on him before., 1, 0.00002910
And it must needs happen that I should meet her just when Natasha's engagement had been broken off., 1, 0.00002910
Having rolled like a ball in the direction of the impetus given by the whole campaign and by the battle of Borodino, the Russian army--when the strength of that impetus was exhausted and no fresh push was received-- assumed the position natural to it., 1, 0.00002910
Pierre gazed at the ruins and did not recognize districts he had known well., 1, 0.00002910
Honor to you forever., 1, 0.00002910
This man was speaking to someone in the adjoining room., 1, 0.00002910
And who has told you what is bad for another man?, 1, 0.00002910
That's just it, friend!, 1, 0.00002910
some voice was repeating., 1, 0.00002910
the frost., 1, 0.00002910
Wait., 1, 0.00002910
cried Natasha, with one hand holding back the hair that hung over her perspiring face, while with the other she pressed down the carpets., 1, 0.00002910
said he, evidently referring to Natasha, who did not exactly hear his words but understood them from the movement of his lips., 1, 0.00002910
Here's a fine warrior!, 1, 0.00002910
He met more people in the streets and they were more excited., 1, 0.00002910
Round the peasant's deal table, on which lay maps, plans, pencils, and papers, so many people gathered that the orderlies brought in another bench and put it beside the table., 1, 0.00002910
continued Rapp., 1, 0.00002910
That danger had also passed., 1, 0.00002910
That simple, modest, and therefore truly great, figure could not be cast in the false mold of a European hero--the supposed ruler of men--that history has invented., 1, 0.00002910
Without doubt, sire, replied Rapp., 1, 0.00002910
And, if your excellency will allow me to express my opinion, he continued, we owe today's success chiefly to the action of that battery and the heroic endurance of Captain Tushin and his company, and without awaiting a reply, Prince Andrew rose and left the table., 1, 0.00002910
They swooped down close to the French dragoons, something confused happened there amid the smoke, and five minutes later our uhlans were galloping back, not to the place they had occupied but more to the left, and among the orange-colored uhlans on chestnut horses and behind them, in a large group, blue French dragoons on gray horses could be seen., 1, 0.00002910
Well, whatever it may be., 1, 0.00002910
Still inquisitive?, 1, 0.00002910
The soldiers and officers again demanded action., 1, 0.00002910
All right, you can tell all about it at the court-martial., 1, 0.00002910
That Frenchman, by his uniform an officer, was going at a gallop, crouching on his gray horse and urging it on with his saber., 1, 0.00002910
Nowhere could he see the battlefield he had expected to find, but only fields, meadows, troops, woods, the smoke of campfires, villages, mounds, and streams; and try as he would he could descry no military position in this place which teemed with life, nor could he even distinguish our troops from the enemy's., 1, 0.00002910
The Tugendbund is an alliance of virtue:, 1, 0.00002910
What am I attached to!, 1, 0.00002910
she said, looking at herself in the glass., 1, 0.00002910
You could at least take back your words., 1, 0.00002910
But before Pierre could decide what answer he would send, the countess herself in a white satin dressing gown embroidered with silver and with simply dressed hair (two immense plaits twice round her lovely head like a coronet) entered the room, calm and majestic, except that there was a wrathful wrinkle on her rather prominent marble brow., 1, 0.00002910
Natasha looked at Sonya with wide-open eyes as if she could not grasp the question., 1, 0.00002910
Ah, dear friend, replied Princess Mary, I have asked you never to warn me of the humor my father is in., 1, 0.00002910
Natasha almost shouted, taking hold of both his hands with a passionate movement., 1, 0.00002910
The man in the frieze coat was reading the broadsheet of August 31., 1, 0.00002910
It will give me great pleasure., 1, 0.00002910
And therefore to explain how from these relations of theirs the submission of millions of people resulted--that is, how component forces equal to one A gave a resultant equal to a thousand times A--the historian is again obliged to fall back on power--the force he had denied--and to recognize it as the resultant of the forces, that is, he has to admit an unexplained force acting on the resultant., 1, 0.00002910
Natasha again cried boldly, with saucy gaiety, confident that her prank would be taken in good part., 1, 0.00002910
If you please, your excellency, Petrusha has brought some papers, said one of the nursemaids to Prince Andrew who was sitting on a child's little chair while, frowning and with trembling hands, he poured drops from a medicine bottle into a wineglass half full of water., 1, 0.00002910
They will be left!, 1, 0.00002910
I came at His Majesty the Emperor's wish to learn from your excellency how you propose to deal with the memorandum I have presented, said Prince Andrew politely., 1, 0.00002910
one would have to., 1, 0.00002910
I can tell you more, continued Prince Vasili, seizing her hand, that letter was written, though it was not sent, and the Emperor knew of it., 1, 0.00002910
Reply:, 1, 0.00002910
But probably he knows it well enough and is only pretending., 1, 0.00002910
Afterwards when one of the generals addressed Kutuzov asking whether he wished his caleche to be sent for, Kutuzov in answering unexpectedly gave a sob, being evidently greatly moved., 1, 0.00002910
In a queenless hive no life is left though to a superficial glance it seems as much alive as other hives., 1, 0.00002910
Do you recognize him?, 1, 0.00002910
Russia is not in Moscow, she lives in the hearts of her sons!, 1, 0.00002910
Come here; part the bets!, 1, 0.00002910
Sonya, will he live?, 1, 0.00002910
Once she came to her mother, tried to say something, and suddenly began to cry., 1, 0.00002910
Now it's raging., 1, 0.00002910
It was evident that the more lifeless he seemed at ordinary times, the more impassioned he became in these moments of almost morbid irritation., 1, 0.00002910
It's the business of us soldiers., 1, 0.00002910
I know no one kinder, more generous, or better than you; nobody could be!, 1, 0.00002910
I quite, quite approve, my dearest!, 1, 0.00002910
I hate you, I hate you!, 1, 0.00002910
Bennigsen, who had chosen the position, warmly displayed his Russian patriotism (Kutuzov could not listen to this without wincing) by insisting that Moscow must be defended., 1, 0.00002910
Where is Alexander now, and of what is he thinking?, 1, 0.00002910
Annette, for heaven's sake don't refuse me, the countess began, with a blush that looked very strange on her thin, dignified, elderly face, and she took the money from under the handkerchief., 1, 0.00002910
Casually, while surveying the squadron, the Emperor's eyes met Rostov's and rested on them for not more than two seconds., 1, 0.00002910
But suddenly instead of those chances and that genius which hitherto had so consistently led him by an uninterrupted series of successes to the predestined goal, an innumerable sequence of inverse chances occur--from the cold in his head at Borodino to the sparks which set Moscow on fire, and the frosts--and instead of genius, stupidity and immeasurable baseness become evident., 1, 0.00002910
the voice of a man calling out to his servant, Heah!, 1, 0.00002910
Dolokhov said that he and his companion were trying to overtake their regiment, and addressing the company in general asked whether they knew anything of the 6th Regiment., 1, 0.00002910
The field marshal made an appointment to see him, received him graciously, and promised to inform the Emperor., 1, 0.00002910
Both Princess Mary and Natasha, who did not leave him, felt this., 1, 0.00002910
Where am I going?, 1, 0.00002910
Dear souls, dear kind souls!, 1, 0.00002910
I am busy from morning till night and abstemious, so of course I am well., 1, 0.00002910
croaked Napoleon frowning., 1, 0.00002910
O, God, how afraid I am for him and for myself and about everything!, 1, 0.00002910
It is for the reasson, my goot sir, said he, speaking with a German accent, for the reasson zat ze Emperor knows zat., 1, 0.00002910
What book?, 1, 0.00002910
A beard and mustache covered the lower part of his face, and a tangle of hair, infested with lice, curled round his head like a cap., 1, 0.00002910
Dohkturov, a little man, sat opposite Weyrother, with an assiduous and modest mien, and stooping over the outspread map conscientiously studied the dispositions and the unfamiliar locality., 1, 0.00002910
Barclay de Tolly was quartered nearly three miles from the Emperor., 1, 0.00002910
He closed his eyes and seemed to be dozing., 1, 0.00002910
What can have happened?, 1, 0.00002910
But Natasha stayed by her mother and glanced round as if looking for something., 1, 0.00002910
CHAPTER XX  A few intimate friends were dining with the Rostovs that day, as usual on Sundays., 1, 0.00002910
The French had not yet occupied that region, and the Russians--the uninjured and slightly wounded--had left it long ago., 1, 0.00002910
For whom then is the trial intended?, 1, 0.00002910
The smoke, rendered denser by the mist, prevented him from seeing anything for an instant, but there was no second report as he had expected., 1, 0.00002910
Du sublime au ridicule il n'y a qu'un pas., 1, 0.00002910
A military organization may be quite correctly compared to a cone, of which the base with the largest diameter consists of the rank and file; the next higher and smaller section of the cone consists of the next higher grades of the army, and so on to the apex, the point of which will represent the commander-in-chief., 1, 0.00002910
A thousand times during that half-hour Rostov cast eager and restless glances over the edge of the wood, with the two scraggy oaks rising above the aspen undergrowth and the gully with its water-worn side and Uncle's cap just visible above the bush on his right., 1, 0.00002910
And it is all so simple, pale, and crude in the cold white light of this morning which I feel is dawning for me., 1, 0.00002910
Still the same, she said to her husband., 1, 0.00002910
low voices could be heard saying., 1, 0.00002910
Had he not told her, yes, told her to make a list, and not to admit anyone who was not on that list?, 1, 0.00002910
Vincent!, 1, 0.00002910
Berg smiled meekly, kissed the count on the shoulder, and said that he was very grateful, but that it was impossible for him to arrange his new life without receiving thirty thousand in ready money., 1, 0.00002910
This gift will be a pledge of your purity of heart to her whom you select to be your worthy helpmeet in Masonry., 1, 0.00002910
So bold, so easy!, 1, 0.00002910
He is such a lofty, heavenly soul!, 1, 0.00002910
The general frowned., 1, 0.00002910
Her smile for him was the same as for everybody, but sometimes that smile made Pierre uncomfortable., 1, 0.00002910
It was not calculation that guided her (she did not even for a moment consider what she should do), but all this had long been familiar to her, and now that Anatole had appeared it just grouped itself around him and she wished and tried to please him as much as possible., 1, 0.00002910
They all gazed with the same dissatisfied and inquiring expression at this stout man in a white hat, who for some unknown reason threatened to trample them under his horse's hoofs., 1, 0.00002910
said Nicholas, trying to remember., 1, 0.00002910
People talked about him, were interested in him, and wanted to meet him., 1, 0.00002910
After his betrothed had broken faith with him--which he felt the more acutely the more he tried to conceal its effects--the surroundings in which he had been happy became trying to him, and the freedom and independence he had once prized so highly were still more so., 1, 0.00002910
There is one thing I constantly pray God to grant, mon cousin, she replied, and it is that He would be merciful to him and would allow his noble soul peacefully to leave this., 1, 0.00002910
To leave the town empty, explains Count Rostopchin., 1, 0.00002910
Their faces all looked excited and worried., 1, 0.00002910
he suddenly asked himself when he was already near the green ammunition wagons., 1, 0.00002910
But he's sucked our blood and now he thinks he's quit of us., 1, 0.00002910
Call Andrew!, 1, 0.00002910
What was needed was a sense of justice and a sympathy with European affairs, but a remote sympathy not dulled by petty interests; a moral superiority over those sovereigns of the day who co-operated with him; a mild and attractive personality; and a personal grievance against Napoleon., 1, 0.00002910
the publican and the tall young fellow repeated one after the other, and they moved up the street together., 1, 0.00002910
When Morel had drunk some vodka and finished his bowl of porridge he suddenly became unnaturally merry and chattered incessantly to the soldiers, who could not understand him., 1, 0.00002910
Either black is particularly becoming to her or she really has greatly improved without my having noticed it., 1, 0.00002910
Yes, it is he, happy and contented., 1, 0.00002910
The members of this party, chiefly civilians and to whom Arakcheev belonged, thought and said what men who have no convictions but wish to seem to have some generally say., 1, 0.00002910
They had hardly ridden up a hill, past a tavern, before they saw a group of horsemen coming toward them., 1, 0.00002910
Courage, my friend., 1, 0.00002910
No talking in the ranks!, 1, 0.00002910
CHAPTER IX  The little princess lay supported by pillows, with a white cap on her head (the pains had just left her)., 1, 0.00002910
No, simply I have business., 1, 0.00002910
Here is something I have received from the chancellor., 1, 0.00002910
The neighborhood of my ward continues to be pillaged by soldiers of the 3rd Corps who, not satisfied with taking from the unfortunate inhabitants hiding in the cellars the little they have left, even have the ferocity to wound them with their sabers, as I have repeatedly witnessed., 1, 0.00002910
Well, my dear, and how are we getting on?, 1, 0.00002910
The verdure had thickened and its bright green stood out sharply against the brownish strips of winter rye trodden down by the cattle, and against the pale-yellow stubble of the spring buckwheat., 1, 0.00002910
Military science says that the more troops the greater the strength., 1, 0.00002910
What he had just been praying for with confidence that God would hear him had come to pass; but Nicholas was as much astonished as if it were something extraordinary and unexpected, and as if the very fact that it had happened so quickly proved that it had not come from God to whom he had prayed, but by some ordinary coincidence., 1, 0.00002910
Well, and so he never got farther than:, 1, 0.00002910
But such a., 1, 0.00002910
I cannot endure any more, he said, and left the room., 1, 0.00002910
Not forgetting anyone., 1, 0.00002910
And his attention was suddenly carried into another world, a world of reality and delirium in which something particular was happening., 1, 0.00002910
Prince Kutuzov's adjutant has brought me a letter in which he demands police officers to guide the army to the Ryazan road., 1, 0.00002910
Pierre hesitated., 1, 0.00002910
But she had to force herself to attend, for what he was saying did not interest her at all., 1, 0.00002910
He's not among the prisoners nor among the killed!, 1, 0.00002910
What is the connection of that man with my childhood and life?, 1, 0.00002910
No, impossible!, 1, 0.00002910
That is a question for jurisprudence., 1, 0.00002910
He could only hear and see., 1, 0.00002910
Pierre felt reluctant to enter into conversation with this old man, but, submitting to him involuntarily, came up and sat down beside him., 1, 0.00002910
Nicholas blushed when he entered the drawing room., 1, 0.00002910
He said the people had been getting arms in the Kremlin, and that though Rostopchin's broadsheet had said that he would sound a call two or three days in advance, the order had certainly already been given for everyone to go armed to the Three Hills tomorrow, and that there would be a big battle there., 1, 0.00002910
Quand un officier fait sa ronde, les sentinelles ne demandent pas le mot d'ordre., 1, 0.00002910
What should one love and what hate?, 1, 0.00002910
Prince Andrew looked Anna Pavlovna straight in the face with a sarcastic smile., 1, 0.00002910
No, don't distress yourself., 1, 0.00002910
Prince Andrew and his sister, hand in hand, kissed one another, and he told her she was still the same crybaby as ever., 1, 0.00002910
Sic transit gloria mundi., 1, 0.00002910
Rostov and Ilyin hastened to find a corner where they could change into dry clothes without offending Mary Hendrikhovna's modesty., 1, 0.00002910
When one's head is gone one doesn't weep for one's hair!, 1, 0.00002910
Dieu me la donne, gare a qui la touche!, 1, 0.00002910
Excuse me, good-by!, 1, 0.00002910
Rostov took the money and, mechanically arranging the old and new coins in separate piles, began counting them., 1, 0.00002910
and she threw herself back on the sofa., 1, 0.00002910
At the count's first words he raised it slowly and looked up at him as if wishing to say something or at least to meet his eye., 1, 0.00002910
And a minute or two later the Frenchman, a black-eyed fellow with a spot on his cheek, in shirt sleeves, really did jump out of a window on the ground floor, and clapping Pierre on the shoulder ran with him into the garden., 1, 0.00002910
Now, why frighten them?, 1, 0.00002910
French soldiers were running past him., 1, 0.00002910
What reason was there for assuming any probability of an uprising in the city?, 1, 0.00002910
The old prince interrupted her., 1, 0.00002910
He could do everything, not very well but not badly., 1, 0.00002910
I thought quite differently., 1, 0.00002910
Why did this thought never occur to me before?, 1, 0.00002910
They reckoned that the convoy had fifteen hundred men., 1, 0.00002910
If he could attack us, he would have done so today, said he., 1, 0.00002910
The French did not move., 1, 0.00002910
My turn has come, thought Prince Andrew, and striking his horse he rode up to Kutuzov., 1, 0.00002910
What am I to do if I love him and the other one too?, 1, 0.00002910
He gave orders to investigate the matter., 1, 0.00002910
But never had she felt so grieved for him or so much afraid of losing him., 1, 0.00002910
Rostov riding in front gave the order Forward!, 1, 0.00002910
And God only knows where your man Peter is, said the other adjutant., 1, 0.00002910
Wait a bit and I'll get round him., 1, 0.00002910
Have you ever thought of your tens of thousands of slaves?, 1, 0.00002910
He indicated to him Princess Mary and Julie Karagina., 1, 0.00002910
So that's what I'm sorry for--human dignity, peace of mind, purity, and not the serfs' backs and foreheads, which, beat and shave as you may, always remain the same backs and foreheads., 1, 0.00002910
Tomorrow our Emperor will send a St., 1, 0.00002910
Before the battle of Borodino our strength in proportion to the French was about as five to six, but after that battle it was little more than one to two:, 1, 0.00002910
What a nuisance it is!, 1, 0.00002910
Nobody wants me!, 1, 0.00002910
The French had attacked the battery and, seeing Kutuzov, were firing at him., 1, 0.00002910
His eyes kept closing, and in his fancy appeared--now the Emperor, now Denisov, and now Moscow memories--and he again hurriedly opened his eyes and saw close before him the head and ears of the horse he was riding, and sometimes, when he came within six paces of them, the black figures of hussars, but in the distance was still the same misty darkness., 1, 0.00002910
The factory hands followed him., 1, 0.00002910
Next day after her talk with her mother Natasha expected Bolkonski all day, but he did not come., 1, 0.00002910
Dolokhov smiled contemptuously and condescendingly when Anatole had gone out., 1, 0.00002910
Marry, marry, my boy!, 1, 0.00002910
The other half he spent in Bogucharovo Cloister, as his father called Prince Andrew's estate., 1, 0.00002910
Mavra Kuzminichna flicked the dust off the clavichord and closed it, and with a deep sigh left the drawing room and locked its main door., 1, 0.00002910
You have done up your hair in this new way for the visitors, and before the visitors I tell you that in future you are never to dare to change your way of dress without my consent., 1, 0.00002910
